Photometry of Flux of n Stars at Different Time
Relative Time	..660	..512	..527	..528	..659	..662	..664	..667
===============================================
183.852000	24.070	32.459	36.132	14.798	26.607	47.406	17.092	44.688
195.337000	23.960	31.672	35.426	14.479	26.596	47.074	16.858	44.221
206.844000	23.748	32.400	35.849	14.239	26.762	48.396	16.596	44.670
218.305000	24.378	33.049	35.716	15.048	26.947	47.829	17.002	45.220
229.768000	24.455	32.461	36.377	14.721	27.650	48.674	17.067	45.137
241.361000	24.123	32.830	36.158	14.579	27.063	48.714	17.519	45.328
252.916000	24.403	33.128	36.458	14.923	27.209	48.302	16.930	45.074
264.387000	24.034	32.310	34.465	14.487	26.428	47.453	17.155	44.550
275.850000	23.899	32.285	35.771	14.632	26.530	47.111	16.718	44.239
287.330000	24.020	32.105	36.440	14.645	27.134	47.530	17.465	44.910
298.793000	23.872	31.844	35.596	14.595	26.581	46.991	17.013	44.638
310.304000	24.391	32.568	35.783	14.960	26.767	48.312	17.410	44.727
321.809000	24.392	32.363	35.946	14.720	27.245	48.335	17.134	44.901
333.359000	24.237	32.596	35.784	14.775	27.314	48.990	17.076	44.942
344.907000	24.464	32.519	35.665	14.632	27.387	48.216	17.177	44.864
356.417000	24.229	32.653	35.965	14.432	26.965	48.297	16.937	44.698
367.937000	24.824	32.383	36.261	14.905	27.550	48.741	17.345	45.213
379.469000	24.036	32.628	36.278	14.772	27.103	46.726	17.226	45.085
391.000000	24.817	32.873	35.861	14.803	27.559	47.730	17.185	45.651
402.513000	25.373	33.452	36.232	15.231	27.344	48.989	17.701	45.216
414.052000	24.722	32.451	36.166	14.876	27.074	48.153	17.423	45.330
425.554000	24.185	32.187	36.523	14.464	27.007	48.541	17.222	44.885
437.051000	24.465	32.718	36.581	14.712	27.524	48.423	17.181	45.796
448.504000	24.427	32.874	36.503	14.742	27.636	48.558	17.300	45.530
459.918000	24.645	32.479	36.856	14.918	27.288	48.218	17.192	45.411
471.451000	24.615	32.399	36.730	14.915	27.280	48.784	17.197	44.540
482.923000	24.404	32.737	36.365	14.983	27.396	48.753	17.022	46.201
494.400000	24.441	32.948	35.830	14.707	27.075	48.001	17.354	44.707
505.895000	24.472	32.352	36.367	14.939	27.256	48.025	17.270	45.129
517.374000	24.495	32.179	35.709	14.765	27.094	47.824	16.901	45.149
528.844000	23.764	32.548	36.043	14.495	27.077	47.288	16.828	44.884
540.307000	24.694	32.636	35.733	14.683	27.216	48.207	17.023	45.002
551.791000	24.517	32.724	36.171	14.792	27.075	48.607	17.062	45.275
563.285000	24.308	32.885	35.854	14.784	27.491	47.709	16.900	44.168
574.764000	23.838	32.358	35.886	14.383	27.228	48.189	16.822	44.488
586.224000	24.101	32.527	36.096	14.682	27.007	47.637	16.835	44.675
597.740000	24.243	32.211	36.559	14.891	27.628	48.769	17.106	45.194
609.231000	24.240	32.386	35.183	14.697	27.371	47.387	16.826	45.405
620.751000	24.351	32.150	36.120	14.820	27.490	47.735	17.038	45.402
632.235000	24.388	32.146	35.956	14.794	26.918	48.750	16.923	45.121
643.725000	24.902	32.741	36.063	14.394	27.468	47.987	17.207	45.404
655.268000	24.698	33.122	36.408	15.222	27.378	48.468	17.369	45.034
666.809000	24.489	32.353	36.712	15.225	27.086	48.693	17.672	45.087
678.304000	24.354	32.157	35.852	14.873	26.599	48.165	17.610	44.989
689.776000	24.357	32.343	35.498	14.727	26.925	48.518	17.103	44.425
701.294000	24.561	32.357	35.697	14.432	27.067	48.841	16.872	44.561
712.791000	24.828	32.466	36.000	15.034	27.293	48.833	17.236	45.567
724.285000	24.817	32.517	36.280	15.192	27.418	48.598	17.512	45.280
735.796000	24.776	33.017	36.423	14.936	27.749	49.853	17.690	46.671
747.326000	25.024	32.237	37.123	14.950	27.697	49.619	17.366	45.081
758.852000	24.867	32.305	36.216	14.930	27.890	49.021	17.971	45.464
770.367000	24.709	32.355	35.868	15.361	27.834	48.958	17.275	46.223
781.849000	24.610	32.972	36.337	14.850	27.132	48.833	17.173	45.878
793.335000	24.276	32.672	36.472	15.222	27.964	49.032	17.588	45.576
804.834000	24.781	32.816	36.184	14.788	27.668	49.409	17.024	46.360
816.335000	24.615	32.501	36.531	14.820	27.386	49.084	17.057	45.902
827.877000	24.600	32.809	37.105	14.934	27.614	49.097	17.440	45.138
839.368000	24.512	32.990	36.063	14.999	27.547	48.941	17.193	45.812
850.836000	24.486	32.718	36.436	14.607	27.653	49.491	17.257	45.291
862.311000	25.114	33.244	36.980	14.672	27.501	49.304	17.536	46.192
873.785000	24.996	32.722	36.563	15.248	28.432	49.054	17.474	45.830
885.268000	24.693	33.133	36.288	14.891	27.477	49.734	17.197	46.489
896.766000	25.013	32.794	36.590	14.908	27.654	49.273	17.100	46.608
908.215000	25.023	32.815	36.826	15.665	27.926	49.798	18.141	46.275
919.680000	25.358	33.567	36.393	14.885	27.909	50.482	17.531	47.035
931.190000	25.212	33.639	36.841	14.540	28.248	49.074	17.863	46.073
942.673000	25.007	32.585	37.471	15.113	27.683	49.391	17.450	47.003
954.166000	24.667	33.250	36.562	14.855	27.858	49.248	17.514	46.590
965.633000	25.155	33.983	37.568	15.221	28.045	50.282	17.761	46.632
977.148000	25.285	33.224	36.964	14.791	28.403	50.497	17.682	46.098
988.653000	25.582	33.250	36.846	15.353	28.428	49.581	17.551	46.427
1000.155000	25.403	33.160	36.711	15.466	27.815	50.315	17.181	46.381
1011.664000	25.418	33.068	36.977	15.114	28.353	49.735	17.643	47.405
1023.181000	25.413	32.977	37.481	15.082	28.509	49.262	17.879	47.526
1034.691000	25.286	34.184	37.622	15.413	28.404	50.324	18.242	48.556
1046.221000	25.671	33.671	37.734	15.503	27.947	50.657	17.932	47.487
1057.705000	25.106	33.024	36.774	15.502	27.619	49.429	17.458	46.159
1069.196000	24.853	32.810	37.092	15.049	28.149	48.940	17.868	46.134
1080.691000	25.711	33.462	36.879	15.558	28.137	49.708	17.660	46.938
1092.165000	25.559	33.525	37.186	14.908	28.349	49.658	17.966	46.069
1103.664000	25.631	33.674	37.656	15.148	27.691	50.005	17.912	46.918
1115.179000	25.925	33.547	38.096	15.285	28.471	49.914	17.823	47.154
1126.662000	25.890	33.822	37.876	15.574	28.386	50.778	17.950	47.709
1138.161000	25.883	34.370	37.332	15.942	28.509	50.700	17.986	47.326
1149.669000	26.079	34.210	37.352	15.306	28.446	50.968	17.889	46.990
1161.170000	25.967	33.864	36.931	15.402	28.752	50.802	18.015	47.559
1172.654000	26.026	33.441	37.721	15.322	28.106	50.241	17.839	47.894
1184.224000	25.686	34.629	37.931	15.615	28.730	50.794	17.912	48.200
1195.776000	25.752	34.011	37.594	15.451	28.788	51.053	18.100	47.053
1207.298000	26.252	33.452	38.339	15.731	28.538	50.472	17.948	48.274
1218.813000	25.581	33.891	37.029	15.532	28.500	50.557	17.797	46.061
1230.310000	25.893	33.871	37.578	15.302	28.329	50.821	17.680	47.160
1241.811000	25.527	33.920	36.755	15.294	28.087	49.574	17.669	46.844
1253.301000	25.388	33.384	36.897	15.357	28.256	49.630	18.142	46.472
1264.816000	25.421	33.083	37.426	15.416	28.050	49.718	17.851	46.792
1276.352000	25.442	33.655	37.523	15.625	28.316	49.745	17.919	46.741
1287.808000	25.584	32.687	36.529	15.244	28.502	49.263	17.646	46.542
1299.287000	25.411	32.595	36.169	14.886	27.861	49.355	17.631	46.522
1310.805000	25.304	33.494	36.938	15.160	27.909	50.063	17.979	46.751
1322.306000	25.440	33.498	37.911	15.305	27.939	50.047	17.486	46.913
1333.841000	25.741	33.381	37.428	15.162	28.527	49.939	17.753	46.828
1345.343000	25.864	33.931	37.553	15.066	28.645	49.983	17.451	47.156
1356.850000	26.054	33.439	37.423	15.334	28.326	49.944	17.499	47.204
1368.348000	25.977	33.461	37.631	15.275	28.559	50.172	18.087	47.121
1379.824000	26.024	33.825	37.663	15.510	28.784	50.623	17.804	46.920
1391.202000	26.053	33.712	37.969	15.519	28.391	50.884	17.877	47.350
1402.631000	25.393	34.194	37.554	15.348	28.998	50.852	17.975	47.355
1414.107000	25.729	33.598	37.305	15.498	28.485	50.197	17.984	47.786
1425.575000	25.571	33.843	37.695	15.196	28.289	50.557	18.099	47.293
1437.061000	25.709	33.540	36.970	15.473	28.323	50.068	17.714	47.492
1448.531000	25.392	33.502	37.318	15.317	28.121	49.533	17.984	47.490
1460.006000	25.688	33.805	37.868	15.386	28.264	50.081	18.007	47.736
1471.471000	25.693	33.666	37.534	15.439	28.075	49.783	18.140	46.713
1482.935000	26.323	33.335	37.400	15.387	28.242	50.620	17.996	47.218
1494.403000	25.789	33.573	37.943	15.461	28.708	49.642	18.024	46.627
1505.877000	25.526	33.664	37.552	15.303	28.395	50.039	17.691	46.658
1517.345000	25.504	33.552	37.203	15.157	28.488	50.736	18.030	47.700
1528.841000	25.799	33.225	37.301	15.084	28.602	50.495	17.829	47.868
1540.316000	25.647	33.409	37.449	15.492	28.932	50.637	17.742	47.912
1551.790000	26.044	33.663	37.610	15.012	28.627	50.251	17.777	47.268
1725.972000	25.967	33.495	38.312	15.699	28.544	49.952	18.000	47.986
1737.433000	26.203	33.804	38.367	15.671	28.914	51.192	18.075	47.720
1748.916000	25.882	33.743	37.519	15.466	28.500	50.431	17.816	47.589
1760.408000	26.517	33.570	37.747	15.964	28.505	50.904	18.164	47.893
1771.880000	25.863	33.419	37.309	15.449	29.052	50.899	17.841	46.795
1783.388000	25.739	33.523	37.363	15.510	28.126	50.570	17.682	47.611
1794.892000	26.106	34.101	37.844	15.566	28.783	50.722	17.814	48.008
1971.897000	25.921	33.757	37.984	15.661	29.088	51.112	18.305	48.027
1983.409000	26.692	34.681	38.270	15.858	29.368	51.256	18.101	47.906
1994.892000	26.897	34.434	38.580	16.155	29.303	52.312	18.714	48.980
2006.361000	26.798	34.356	38.444	15.794	29.127	51.171	18.311	49.184
2017.830000	26.615	34.508	38.098	15.889	29.452	51.229	18.345	48.644
2029.284000	26.595	34.094	38.357	15.889	28.889	51.279	18.379	48.297
2040.752000	26.185	34.334	38.672	15.595	29.682	51.106	18.458	48.623
2052.217000	26.296	34.214	37.860	16.010	29.467	50.249	18.466	48.141
2063.679000	26.372	33.817	38.092	15.915	28.972	51.256	18.135	48.905
2075.149000	26.341	34.244	38.301	15.824	29.423	51.386	18.456	48.642
2086.712000	26.373	34.238	38.454	15.874	29.262	51.846	18.373	48.441
2098.190000	26.470	33.814	37.869	15.970	29.038	51.234	17.954	48.482
2109.648000	26.251	33.966	38.100	15.787	29.048	51.711	18.066	48.362
2121.108000	26.539	34.549	38.485	15.983	29.137	52.029	18.776	48.794
2132.596000	27.005	34.669	38.580	15.931	29.106	51.581	18.236	48.879
2144.069000	26.625	34.382	38.402	15.865	29.458	50.930	18.186	48.748
2155.532000	26.594	34.551	38.521	15.934	29.398	51.588	18.523	48.916
2166.996000	26.932	34.604	38.436	15.929	29.367	51.818	18.400	48.929
2178.474000	26.805	35.392	38.553	15.977	29.446	51.803	18.498	49.269
2189.943000	26.590	34.478	38.520	15.820	29.284	51.992	19.035	49.046
2201.419000	26.628	34.828	39.443	15.743	29.721	52.258	18.674	49.468
2212.878000	26.507	34.423	38.457	15.585	29.464	51.177	18.580	48.858
2224.338000	26.338	34.044	38.367	15.505	29.329	51.289	18.365	48.467
2235.926000	26.198	34.313	38.400	15.893	29.164	51.767	18.298	48.835
2247.378000	26.478	34.067	38.324	15.854	28.904	51.092	18.281	48.123
2258.839000	26.699	34.533	38.441	16.065	29.440	51.620	18.095	48.685
2270.390000	26.635	34.410	38.623	16.126	29.556	51.953	18.624	49.204
2281.862000	26.758	34.007	38.640	15.786	29.415	51.951	18.298	49.058
2293.324000	26.385	34.281	38.467	15.975	29.956	51.437	18.434	48.444
2304.804000	26.610	34.614	38.619	16.050	29.648	51.270	18.721	48.476
2316.263000	26.718	34.382	38.636	16.030	29.431	51.904	18.639	49.020
2327.824000	27.330	34.888	38.782	16.303	29.762	52.006	18.985	49.251
2339.384000	27.028	34.302	38.920	16.405	29.773	52.004	18.505	49.110
2350.951000	26.326	34.551	39.288	15.991	29.173	52.419	18.503	49.279
2362.514000	26.869	34.516	38.858	15.914	29.889	52.471	18.924	49.228
2373.980000	26.656	34.237	38.990	16.276	28.689	51.428	18.625	48.675
2385.433000	25.804	33.546	37.931	15.612	27.978	50.424	18.060	48.387
2396.903000	25.842	33.674	38.244	15.291	28.895	50.753	18.014	47.694
2408.365000	26.100	34.056	37.782	15.489	28.985	50.918	17.979	47.997
2419.843000	26.401	34.078	38.592	15.849	29.221	51.335	18.360	48.869
2431.304000	26.612	34.681	38.457	15.888	29.715	51.774	18.566	48.985
2442.769000	26.582	34.315	38.628	15.805	29.523	51.243	18.474	48.620
2454.235000	26.894	34.160	38.130	16.122	29.780	51.829	18.626	48.785
2465.691000	26.446	34.685	38.953	15.999	29.729	52.268	18.450	49.409
2477.153000	26.861	34.860	38.620	15.759	30.068	51.423	18.524	50.213
2488.632000	26.692	34.658	38.446	16.122	30.194	52.452	18.771	49.548
2500.114000	26.595	34.486	38.804	16.064	30.063	51.762	18.826	49.324
2511.584000	26.498	34.791	39.128	16.069	29.458	52.020	18.605	50.144
2523.147000	26.818	34.762	39.125	16.067	30.327	52.631	18.741	49.714
2534.613000	26.397	34.491	38.086	15.754	29.769	51.366	18.624	48.270
2546.093000	26.788	34.973	38.672	16.205	29.860	52.519	18.784	49.088
2557.598000	26.781	34.669	38.942	15.964	29.302	51.765	18.639	49.307
2569.078000	26.884	34.275	38.053	15.994	29.493	51.767	18.625	49.338
2580.576000	26.785	34.732	38.532	16.111	29.965	51.810	18.774	49.673
2592.030000	26.825	34.793	39.073	16.049	29.759	52.874	18.665	49.742
2603.504000	27.030	34.750	38.247	15.878	29.944	52.003	18.644	49.192
2614.979000	27.287	35.174	39.225	16.342	30.092	52.838	18.444	50.297
2626.473000	27.349	35.248	39.417	16.433	30.241	52.738	19.314	50.356
2637.941000	27.011	35.401	39.716	16.254	30.036	53.207	18.738	50.213
2649.398000	27.196	34.949	39.558	16.194	29.629	52.518	18.799	49.925
2660.883000	27.140	35.721	39.672	16.279	30.055	53.423	19.098	50.377
2672.352000	27.281	35.220	39.471	16.414	30.474	53.605	18.992	50.047
2683.825000	27.165	34.541	39.234	16.350	29.989	52.099	18.778	50.233
2695.298000	27.105	34.932	39.228	16.222	30.008	52.677	18.763	50.081
2706.772000	27.256	35.029	39.222	16.280	30.111	51.967	18.653	50.209
2718.244000	27.343	34.985	39.184	16.267	29.638	52.970	18.860	50.026
2729.708000	27.100	34.518	38.816	16.304	29.992	52.666	18.660	49.574
2741.182000	27.011	34.833	39.162	16.117	29.874	52.175	18.602	50.389
2752.657000	26.587	34.712	39.313	16.266	30.461	51.973	18.936	49.658
2764.141000	27.336	35.041	39.496	16.416	29.831	52.167	18.994	50.123
2775.611000	27.148	34.752	39.411	16.467	30.218	52.446	18.682	50.211
2787.076000	27.029	35.290	39.444	16.376	29.960	53.236	18.831	49.998
2798.541000	27.031	34.776	38.713	16.332	29.820	52.391	18.544	49.154
2810.007000	26.888	34.696	38.858	16.178	29.731	52.974	18.763	49.616
2821.468000	26.656	34.693	39.029	16.162	29.834	52.564	18.636	49.917
2832.949000	26.916	34.839	39.534	16.276	29.897	52.761	18.781	49.401
2844.426000	27.084	35.013	39.478	16.257	30.299	52.138	18.319	49.675
2855.884000	26.962	34.768	38.938	16.290	29.934	52.330	18.622	50.173
2867.352000	27.426	34.776	39.319	16.490	30.207	52.113	18.854	49.826
2878.812000	26.738	35.059	39.292	16.386	30.216	52.378	18.839	49.730
2890.254000	26.813	34.751	39.140	16.227	30.421	52.335	18.678	49.759
2901.724000	27.145	35.171	39.286	16.574	29.944	52.373	19.142	50.090
2913.292000	27.059	35.778	38.680	16.255	30.735	52.944	19.117	50.254
2924.772000	27.048	35.226	39.126	15.959	30.121	52.737	19.019	50.122
2936.235000	27.042	35.114	39.253	16.128	30.227	53.394	18.888	49.995
2947.714000	27.256	34.647	39.285	16.400	30.150	52.684	19.106	50.437
2959.188000	27.527	34.958	39.896	16.425	30.081	53.158	19.013	50.045
2970.646000	27.299	35.399	39.480	16.465	30.460	52.724	18.788	50.156
2982.121000	27.225	35.016	38.953	16.429	30.455	53.002	18.816	49.637
2993.588000	27.314	35.416	39.296	16.159	30.013	51.741	18.788	50.103
3005.156000	27.190	35.500	39.168	16.525	30.424	53.170	19.213	50.062
3016.632000	26.867	34.888	39.139	16.255	30.733	52.439	18.941	50.669
3028.109000	27.137	35.155	38.757	16.239	30.314	52.051	18.966	49.638
3039.579000	27.086	34.468	38.916	16.412	30.490	52.871	19.017	50.472
3051.048000	27.143	35.066	39.580	16.389	30.000	53.631	19.064	50.650
3062.505000	27.398	35.312	39.817	16.619	30.328	53.550	19.239	50.605
3074.073000	27.231	35.290	39.859	17.022	30.702	54.267	19.173	51.311
3085.538000	26.918	35.388	39.491	16.439	29.970	53.665	18.687	50.507
3097.022000	27.420	36.059	40.082	16.787	30.587	53.109	19.146	50.812
3108.504000	26.950	34.651	39.027	16.111	30.151	52.803	18.602	50.190
3119.971000	27.299	35.312	39.167	16.629	30.266	52.730	18.926	49.588
3131.443000	27.030	34.591	38.543	16.422	30.148	52.099	18.869	49.238
3142.921000	27.086	35.157	39.405	16.278	30.341	52.935	18.842	50.221
3154.383000	27.045	35.069	39.154	16.503	30.214	52.801	19.177	50.001
3165.835000	27.102	35.162	38.780	16.367	30.492	52.826	18.828	50.250
3177.302000	27.179	34.294	39.118	16.265	29.876	52.394	18.798	49.733
3188.778000	27.296	34.505	39.307	16.118	30.049	52.998	18.950	49.297
3200.434000	27.169	34.450	39.131	16.402	30.146	53.037	19.093	50.378
3211.845000	26.830	35.123	39.677	16.271	29.938	52.211	18.748	50.719
3223.325000	26.923	35.202	38.999	16.349	30.506	52.707	18.826	50.492
3234.882000	26.891	35.474	40.133	16.566	30.126	53.701	18.936	50.576
3246.357000	26.783	34.989	39.077	16.304	30.220	51.963	18.826	49.705
3257.829000	26.821	35.023	38.848	16.070	29.264	52.822	18.587	49.210
3269.300000	26.670	34.494	38.268	15.978	29.998	51.325	18.802	48.714
3280.756000	26.494	34.550	38.461	16.506	30.251	51.404	18.762	49.286
3292.236000	27.046	34.640	38.599	16.150	30.170	51.319	19.097	49.932
3303.711000	26.882	34.738	38.855	16.308	30.214	52.119	18.858	49.619
3315.181000	27.070	34.382	38.609	16.419	29.690	52.035	18.910	49.711
3326.667000	27.095	35.030	38.826	15.985	30.106	51.733	18.689	49.921
3338.141000	26.463	34.445	39.193	16.289	29.914	51.618	18.818	48.403
3349.608000	26.729	34.975	38.278	16.145	30.201	50.943	18.987	48.675
3361.078000	27.071	34.750	38.634	16.179	30.082	51.681	18.891	48.925
3372.539000	26.520	34.069	37.931	16.307	30.188	50.932	18.656	48.646
3384.005000	26.911	35.115	38.295	16.096	30.293	50.494	18.633	49.307
3395.462000	26.995	35.061	39.268	16.428	30.028	52.662	18.913	49.986
3406.933000	27.038	34.647	38.790	16.525	30.653	52.289	19.232	49.771
3418.404000	26.563	34.527	38.923	16.264	30.218	51.746	19.102	49.149
3429.864000	27.175	34.789	39.481	16.394	29.865	53.454	18.965	50.859
3441.428000	27.377	35.300	40.198	16.527	30.676	53.143	18.864	50.170
3452.900000	27.050	34.664	38.881	16.447	30.306	52.154	18.796	49.490
3464.366000	26.947	34.541	39.571	16.455	30.055	52.578	18.786	50.636
3475.834000	26.799	35.109	39.601	16.812	30.068	53.084	18.920	50.360
3487.406000	27.193	35.118	39.154	16.446	30.562	53.031	19.126	50.062
3498.884000	27.005	34.601	39.169	16.302	30.182	51.504	18.692	49.733
3510.366000	26.960	35.131	39.306	16.354	30.358	53.052	18.879	49.911
3521.847000	27.034	34.771	39.016	16.362	29.831	51.956	18.889	48.923
3533.320000	26.762	34.768	38.281	16.539	30.094	51.460	18.970	49.183
3544.768000	27.102	34.717	38.659	16.480	30.420	52.349	18.858	49.803
3556.224000	26.967	34.780	39.304	16.837	29.996	52.085	19.249	49.672
3567.704000	27.310	34.589	38.489	16.490	29.928	51.871	19.015	49.847
3579.180000	27.270	35.444	39.036	16.526	30.527	52.562	19.100	50.541
3590.650000	26.914	34.628	39.146	16.624	30.224	52.119	18.982	50.189
3602.110000	26.812	35.318	38.539	16.121	30.263	52.119	18.761	49.724
3613.573000	26.979	35.314	39.001	16.110	30.676	52.276	18.900	49.486
3625.045000	27.462	34.368	38.367	16.450	30.997	51.944	19.001	49.635
3636.543000	28.163	35.341	40.073	16.839	30.613	53.426	19.674	51.099
3648.012000	27.697	35.056	39.708	16.775	30.300	53.067	18.916	51.139
3659.479000	27.352	35.811	39.670	16.643	30.521	52.890	19.265	51.402
3670.927000	27.473	34.749	39.588	17.072	30.188	53.093	18.984	50.551
3682.398000	26.864	34.558	38.361	16.412	30.474	51.631	19.101	49.512
3693.869000	27.288	35.105	39.799	16.573	30.698	52.723	19.008	50.383
3705.330000	27.592	34.937	39.979	16.647	30.158	53.202	19.369	50.473
3716.812000	27.838	35.629	40.360	16.695	31.054	52.677	19.257	51.246
3728.285000	27.195	35.727	39.875	17.068	30.514	53.137	18.984	51.219
3739.747000	27.382	35.393	39.325	16.673	30.794	52.842	19.005	49.542
3751.285000	27.577	35.272	39.573	16.685	30.790	53.057	19.417	50.058
3762.837000	27.455	36.078	40.720	16.634	30.887	53.835	19.192	51.923
3774.300000	28.273	36.472	40.942	17.042	30.757	53.300	19.113	52.126
3785.777000	27.235	36.174	40.310	16.884	30.842	53.733	19.260	52.129
3797.243000	27.512	35.831	40.563	16.916	31.541	54.174	19.446	51.612
3808.715000	27.610	35.140	39.969	16.704	31.025	52.642	19.336	50.936
3820.185000	27.465	35.916	40.108	16.889	30.852	53.379	19.213	51.303
3831.663000	27.909	36.361	40.146	17.104	30.889	54.373	19.761	52.275
3843.118000	27.915	35.641	40.717	16.808	31.194	53.634	19.610	50.976
3854.677000	28.057	36.259	40.395	16.956	31.403	53.648	19.697	50.904
3866.159000	27.911	36.606	39.912	16.822	31.522	53.390	19.708	51.330
3877.644000	28.005	36.236	40.083	16.899	31.216	54.716	19.526	51.425
3889.176000	27.176	36.085	41.040	17.006	31.205	54.453	19.757	51.690
3900.675000	28.142	36.115	40.678	17.087	31.322	54.230	19.324	52.172
3912.157000	27.918	35.862	39.658	16.916	31.462	53.652	19.372	50.789
3923.648000	28.028	35.747	39.366	16.846	30.940	53.289	19.539	51.032
3935.110000	27.340	35.721	40.045	17.005	31.315	52.700	19.760	50.678
3946.575000	28.088	36.762	40.491	17.369	31.592	54.937	19.925	52.556
3958.071000	27.863	35.408	39.920	16.916	31.493	53.450	19.648	51.019
3969.642000	28.013	36.205	40.480	17.238	31.743	53.962	19.893	51.625
3981.122000	27.828	36.029	40.660	16.868	31.012	54.300	19.542	51.865
3992.593000	27.891	35.965	40.301	16.977	30.801	53.352	19.176	51.063
4004.080000	27.672	35.638	40.218	16.832	30.931	54.074	19.210	51.548
4015.559000	27.771	35.888	39.930	16.971	31.252	53.474	19.797	50.724
4027.035000	27.613	36.142	40.239	16.985	31.488	54.047	19.311	51.624
4038.605000	28.098	36.716	41.550	17.409	31.773	54.488	19.918	52.934
4050.065000	27.931	35.794	40.590	16.811	31.452	54.729	19.555	52.351
4061.547000	28.074	36.439	40.807	17.195	31.937	54.817	19.704	52.495
4073.021000	27.848	36.314	41.208	17.058	31.883	54.681	19.452	52.663
4084.501000	27.999	35.526	40.898	17.022	31.090	54.030	19.528	51.620
4095.974000	27.722	35.822	40.893	17.017	31.043	54.018	19.340	51.908
4107.631000	28.046	35.696	40.361	16.991	31.163	52.955	19.323	51.524
4119.034000	27.650	35.653	40.438	16.934	31.422	52.784	19.508	51.212
4130.490000	27.644	36.516	40.416	17.118	31.008	54.513	19.528	52.671
4141.976000	28.090	35.948	41.184	17.354	31.684	54.465	19.748	52.625
4153.424000	27.820	36.564	40.634	17.205	31.504	54.784	19.444	52.360
4164.893000	28.170	36.188	40.916	17.220	31.318	55.054	19.513	52.779
4176.384000	27.999	35.876	40.689	17.079	31.225	54.063	19.509	51.106
4187.856000	27.898	35.765	39.737	16.855	31.018	52.142	19.795	50.602
4199.324000	27.856	35.954	40.280	17.007	31.441	53.874	19.296	51.136
4210.805000	27.760	35.772	40.166	16.806	30.948	53.131	19.691	50.746
4222.265000	27.661	35.574	39.786	16.777	30.908	52.816	19.529	50.004
4233.735000	27.960	35.796	40.055	16.865	31.132	52.593	19.763	50.727
4245.209000	28.010	36.263	40.132	16.965	30.765	53.740	19.375	51.204
4256.685000	28.020	35.623	40.116	16.900	31.182	52.717	19.436	51.265
4268.152000	27.985	35.994	40.825	16.978	31.281	53.720	19.751	51.090
4279.600000	28.039	35.773	40.240	16.926	31.109	53.114	19.489	51.386
4291.165000	28.190	36.631	41.045	17.438	31.535	55.204	19.585	52.947
4302.653000	28.214	36.052	41.388	17.460	31.057	55.287	19.884	52.512
4314.125000	27.930	35.827	41.009	17.042	31.775	54.964	19.683	52.267
4325.591000	27.961	35.911	40.803	17.033	31.237	53.770	19.509	51.684
4337.066000	28.267	35.854	40.137	16.808	31.239	53.622	19.413	51.604
4348.524000	27.447	36.033	40.736	17.091	30.976	54.446	19.298	52.541
4360.020000	27.815	36.135	40.914	16.786	30.844	54.087	19.368	52.027
4371.479000	27.247	35.611	40.440	17.094	31.267	53.830	19.571	51.146
4382.957000	27.507	35.272	39.780	17.011	31.090	53.045	19.328	50.390
4394.431000	27.840	35.960	39.705	16.947	30.951	53.125	19.610	50.058
4405.909000	28.174	36.089	39.358	16.792	31.312	52.842	19.844	50.592
4417.377000	27.868	36.104	40.623	17.125	31.544	53.903	19.217	51.378
4428.861000	27.941	36.099	40.383	16.981	31.438	53.707	19.558	51.559
4440.316000	27.835	35.910	40.677	16.913	31.102	53.529	19.346	50.928
4451.799000	28.186	36.366	40.742	17.411	31.613	54.932	19.642	52.528
4463.271000	28.233	36.110	41.443	16.900	31.419	54.864	19.716	53.159
4474.836000	28.550	36.826	41.623	17.483	31.861	55.744	20.203	53.648
4486.327000	28.256	36.017	40.202	16.963	31.750	53.356	19.486	51.275
4497.804000	27.948	36.242	40.523	17.040	31.130	54.415	19.909	51.851
4509.355000	28.368	36.236	39.949	17.124	31.441	53.524	19.766	51.192
4520.824000	27.957	35.733	40.059	17.150	31.250	53.180	19.858	50.783
4532.295000	28.059	36.034	41.133	17.329	31.053	53.475	19.844	51.655
4543.762000	28.128	35.743	41.318	17.169	31.635	54.924	19.767	52.700
4555.229000	28.106	36.005	40.284	17.155	31.162	54.350	19.688	51.378
4566.701000	28.096	36.296	41.323	17.239	31.134	55.547	19.863	52.921
4578.178000	27.911	35.944	40.705	17.321	31.582	54.343	19.800	52.081
